step	total_gs	compute_gs	write_gs
829	1.83715e+06	1.78875e+06	1108.22
830	1.83715e+06	1.78875e+06	1108.29
831	1.84155e+06	1.79315e+06	1108.29
832	1.84595e+06	1.79755e+06	1108.29
833	1.85035e+06	1.80195e+06	1108.29
834	1.85475e+06	1.80635e+06	1108.3
835	1.85915e+06	1.81075e+06	1108.3
836	1.86355e+06	1.81515e+06	1108.3
837	1.86795e+06	1.81955e+06	1108.3
838	1.87235e+06	1.82395e+06	1108.3
839	1.87675e+06	1.82835e+06	1108.3
840	1.88115e+06	1.83275e+06	1108.37
841	1.88115e+06	1.83275e+06	1108.37
842	1.88115e+06	1.83275e+06	1108.37
843	1.88115e+06	1.83275e+06	1108.37
844	1.88115e+06	1.83275e+06	1108.37
845	1.88115e+06	1.83275e+06	1108.37
846	1.88115e+06	1.83275e+06	1108.37
847	1.88115e+06	1.83275e+06	1108.38
848	1.88115e+06	1.83275e+06	1108.38
849	1.88115e+06	1.83275e+06	1108.38
850	1.88115e+06	1.83275e+06	1108.45
851	1.88555e+06	1.83715e+06	1108.45
852	1.88995e+06	1.84155e+06	1108.45
853	1.89435e+06	1.84595e+06	1108.45
854	1.89875e+06	1.85035e+06	1108.45
855	1.90315e+06	1.85475e+06	1108.45
856	1.90755e+06	1.85915e+06	1108.45
857	1.91195e+06	1.86355e+06	1108.45
858	1.91635e+06	1.86795e+06	1108.45
859	1.92075e+06	1.87235e+06	1108.45
860	1.92516e+06	1.87675e+06	1108.53
861	1.92516e+06	1.87675e+06	1108.53
862	1.92516e+06	1.87675e+06	1108.53
863	1.92516e+06	1.87675e+06	1108.53
864	1.92516e+06	1.87675e+06	1108.53
865	1.92516e+06	1.87675e+06	1108.53
866	1.92516e+06	1.87675e+06	1108.53
867	1.92516e+06	1.87676e+06	1108.53
868	1.92516e+06	1.87676e+06	1108.53
869	1.92516e+06	1.87676e+06	1108.53
870	1.92516e+06	1.87676e+06	1108.61
871	1.92956e+06	1.88116e+06	1108.61
872	1.93396e+06	1.88556e+06	1108.61
873	1.93836e+06	1.88996e+06	1108.61
874	1.94276e+06	1.89436e+06	1108.61
875	1.94716e+06	1.89876e+06	1108.61
876	1.95156e+06	1.90316e+06	1108.61
877	1.95596e+06	1.90756e+06	1108.61
878	1.96036e+06	1.91196e+06	1108.61
879	1.96476e+06	1.91636e+06	1108.61
880	1.96916e+06	1.92076e+06	1108.68
881	1.96916e+06	1.92076e+06	1108.68
882	1.96916e+06	1.92076e+06	1108.68
883	1.96916e+06	1.92076e+06	1108.68
884	1.96916e+06	1.92076e+06	1108.68
885	1.96916e+06	1.92076e+06	1108.68
886	1.96916e+06	1.92076e+06	1108.69
887	1.96916e+06	1.92076e+06	1108.69
888	1.96916e+06	1.92076e+06	1108.69
889	1.96916e+06	1.92076e+06	1108.69
890	1.96916e+06	1.92076e+06	1108.76
891	1.97356e+06	1.92516e+06	1108.76
892	1.97796e+06	1.92956e+06	1108.76
893	1.98236e+06	1.93396e+06	1108.76
894	1.98676e+06	1.93836e+06	1108.76
895	1.99116e+06	1.94276e+06	1108.76
896	1.99556e+06	1.94716e+06	1108.76
897	1.99996e+06	1.95156e+06	1108.77
898	2.00436e+06	1.95596e+06	1108.77
899	2.00876e+06	1.96036e+06	1108.77
900	2.01316e+06	1.96476e+06	1108.84
901	2.01316e+06	1.96476e+06	1108.84
902	2.01316e+06	1.96476e+06	1108.84
903	2.01316e+06	1.96476e+06	1108.84
904	2.01316e+06	1.96476e+06	1108.84
905	2.01316e+06	1.96476e+06	1108.84
906	2.01316e+06	1.96476e+06	1108.84
907	2.01316e+06	1.96476e+06	1108.84
908	2.01316e+06	1.96476e+06	1108.84
909	2.01316e+06	1.96476e+06	1108.84
910	2.01316e+06	1.96476e+06	1108.92
911	2.01756e+06	1.96916e+06	1108.92
912	2.02196e+06	1.97356e+06	1108.92
913	2.02636e+06	1.97796e+06	1108.92
914	2.03076e+06	1.98236e+06	1108.92
915	2.03516e+06	1.98676e+06	1108.92
916	2.03956e+06	1.99116e+06	1108.92
917	2.04396e+06	1.99556e+06	1108.92
918	2.04836e+06	1.99996e+06	1108.92
919	2.05276e+06	2.00436e+06	1108.92
920	2.05716e+06	2.00876e+06	1109
921	2.05716e+06	2.00876e+06	1109
922	2.05716e+06	2.00876e+06	1109
923	2.05716e+06	2.00876e+06	1109
924	2.05716e+06	2.00876e+06	1109
925	2.05716e+06	2.00876e+06	1109
926	2.05716e+06	2.00876e+06	1109
927	2.05717e+06	2.00876e+06	1109
928	2.05717e+06	2.00876e+06	1109
929	2.05717e+06	2.00876e+06	1109
930	2.05717e+06	2.00876e+06	1109.07
931	2.06157e+06	2.01316e+06	1109.08
932	2.06597e+06	2.01756e+06	1109.08
933	2.07037e+06	2.02196e+06	1109.08
934	2.07477e+06	2.02636e+06	1109.08
935	2.07917e+06	2.03076e+06	1109.08
936	2.08357e+06	2.03516e+06	1109.08
937	2.08797e+06	2.03956e+06	1109.08
938	2.09237e+06	2.04396e+06	1109.08
939	2.09677e+06	2.04836e+06	1109.08
940	2.10117e+06	2.05276e+06	1109.15
941	2.10117e+06	2.05276e+06	1109.15
942	2.10117e+06	2.05277e+06	1109.15
943	2.10117e+06	2.05277e+06	1109.15
944	2.10117e+06	2.05277e+06	1109.15
945	2.10117e+06	2.05277e+06	1109.16
946	2.10117e+06	2.05277e+06	1109.16
947	2.10117e+06	2.05277e+06	1109.16
948	2.10117e+06	2.05277e+06	1109.16
949	2.10117e+06	2.05277e+06	1109.16
950	2.10117e+06	2.05277e+06	1109.23
951	2.10557e+06	2.05717e+06	1109.23
952	2.10997e+06	2.06157e+06	1109.23
953	2.11437e+06	2.06597e+06	1109.23
954	2.11877e+06	2.07037e+06	1109.23
955	2.12317e+06	2.07477e+06	1109.24
956	2.12757e+06	2.07917e+06	1109.24
957	2.13197e+06	2.08357e+06	1109.24
958	2.13637e+06	2.08797e+06	1109.24
959	2.14077e+06	2.09237e+06	1109.24
960	2.14517e+06	2.09677e+06	1109.31
961	2.14517e+06	2.09677e+06	1109.31
962	2.14517e+06	2.09677e+06	1109.31
963	2.14517e+06	2.09677e+06	1109.31
964	2.14517e+06	2.09677e+06	1109.31
965	2.14517e+06	2.09677e+06	1109.31
966	2.14517e+06	2.09677e+06	1109.31
967	2.14517e+06	2.09677e+06	1109.31
968	2.14517e+06	2.09677e+06	1109.31
969	2.14517e+06	2.09677e+06	1109.31
970	2.14517e+06	2.09677e+06	1109.39
971	2.14957e+06	2.10117e+06	1109.39
972	2.15397e+06	2.10557e+06	1109.39
973	2.15837e+06	2.10997e+06	1109.39
974	2.16277e+06	2.11437e+06	1109.39
975	2.16717e+06	2.11877e+06	1109.39
976	2.17157e+06	2.12097e+06	1109.39
977	2.17597e+06	2.12537e+06	1109.39
978	2.18037e+06	2.12977e+06	1109.39
979	2.18477e+06	2.13417e+06	1109.39
980	2.18917e+06	2.13857e+06	1109.46
981	2.18917e+06	2.13857e+06	1109.46
982	2.18917e+06	2.13857e+06	1109.46
983	2.18917e+06	2.13857e+06	1109.46
984	2.18917e+06	2.13857e+06	1109.46
985	2.18917e+06	2.13857e+06	1109.46
986	2.18917e+06	2.13857e+06	1109.47
987	2.18917e+06	2.13857e+06	1109.47
988	2.18917e+06	2.13857e+06	1109.47
989	2.18917e+06	2.13857e+06	1109.47
990	2.18917e+06	2.13857e+06	1109.54
991	2.19357e+06	2.14297e+06	1109.54
992	2.19797e+06	2.14737e+06	1109.54
993	2.20237e+06	2.15177e+06	1109.55
994	2.20677e+06	2.15617e+06	1109.55
995	2.21117e+06	2.16057e+06	1109.55
996	2.21557e+06	2.16497e+06	1109.55
997	2.21997e+06	2.16937e+06	1109.55
998	2.22437e+06	2.17377e+06	1109.55
999	2.22877e+06	2.17817e+06	1109.55
1000	2.23317e+06	2.18257e+06	1109.62
total	2.23317e+06	2.18257e+06	1109.62
